,train_loss,val_loss
0,0.24712284,tensor(0.2177)
1,0.21933442,tensor(0.2142)
2,0.21686502,tensor(0.2101)
3,0.20759268,tensor(0.2011)
4,0.20274536,tensor(0.1972)
5,0.19561611,tensor(0.1884)
6,0.19042683,tensor(0.1862)
7,0.18896347,tensor(0.1852)
8,0.1852541,tensor(0.1772)
9,0.17949091,tensor(0.1759)
10,0.17656536,tensor(0.1677)
11,0.16785511,tensor(0.1601)
12,0.16243051,tensor(0.1585)
13,0.16057514,tensor(0.1509)
14,0.14763743,tensor(0.1408)
15,0.14250894,tensor(0.1390)
16,0.14157166,tensor(0.1385)
17,0.14104566,tensor(0.1381)
18,0.14064446,tensor(0.1378)
19,0.1402809,tensor(0.1375)
