,train_loss,val_loss
0,0.27275518,tensor(0.2269)
1,0.2248975,tensor(0.2082)
2,0.20687169,tensor(0.1937)
3,0.1960112,tensor(0.1904)
4,0.19368279,tensor(0.1841)
5,0.17917012,tensor(0.1659)
6,0.1655801,tensor(0.1580)
7,0.16029936,tensor(0.1556)
8,0.15872471,tensor(0.1548)
9,0.1578675,tensor(0.1542)
10,0.15721028,tensor(0.1535)
11,0.15663883,tensor(0.1531)
12,0.15609066,tensor(0.1525)
13,0.15545754,tensor(0.1520)
14,0.15471484,tensor(0.1512)
15,0.15381937,tensor(0.1505)
16,0.15318681,tensor(0.1501)
17,0.15285167,tensor(0.1499)
18,0.15260404,tensor(0.1497)
19,0.15233816,tensor(0.1495)
